Security Code,Security Id,Security Name,Status,ISIN No
500002,ABB,ABB India Limited,Active,INE117A01022
500003,AEGISLOG,AEGIS LOGISTICS LTD.,Active,INE208C01025
500004,TPAEC,TORRENT POWER AEC LTD.,Delisted,INE424A01014
500005,AKARLAMIN,AKAR LAMINATORS LTD.,Delisted,INE984C01013
500006,ALPHADR,ALPHA DRUG INDIA LTD.,Delisted,INE256B01026
500008,AMARAJABAT,AMARA RAJA BATTERIES LTD.,Active,INE885A01032
500009,AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD.,Active,INE432A01017
500010,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Active,INE001A01036
500011,AMRTMIL-BDM,AMRUT INDUSTRIES LTD.,Delisted,NA
500012,ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,Active,INE714B01016
500013,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Active,INE436A01026
500014,UTIQUE,Utique Enterprises Ltd,Active,INE096A01010
500015,ICICIDM,ICICI LTD.,Delisted,INE005A01011
500016,ARUNAHTEL,ARUNA HOTELS LTD.,Active,INE957C01019
500018,ARPOLDM,ARPOLDM,Delisted,INE035A01018
500019,BOR,BANK OF RAJASTHAN LTD.,Delisted,INE320A01014
500020,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,Active,INE032A01023
500021,ASINCOF,ASINCOF,Delisted,NA
500023,ASIANHOTNR,Asian Hotels (North) Limited,Active,INE363A01022
500024,ASSAMCO,Assam Company (India) Limited,Delisted,INE442A01024
500025,ASSAMBR,ASSAMBROOK LTD.-$,Delisted,INE353C01011
500026,ATSHIND,ATASH INDUSTRIES LTD.,Delisted,NA
500027,ATUL,ATUL LTD.,Active,INE100A01010
500028,ATVPR,ATV PROJECTS INDIA LTD.,Active,INE447A01015
500029,AUTOLITIND,AUTOLITE (INDIA) LTD.,Suspended,INE448A01013
500030,AUTORIDFIN,AUTORIDERS FINANCE LTD.,Delisted,INE450A01019
500031,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,Active,INE193E01025
500032,BAJAJHIND,Bajaj Hindusthan Sugar Limited,Active,INE306A01021
500033,FORCEMOT,FORCE MOTORS LTD.-$,Active,INE451A01017
500034,BAJFINANCE,Bajaj Finance Limited,Active,INE296A01024
500035,BALAJIDI,BALAJI DISTILLERIES LTD.,Delisted,INE453A01013
500036,BALAJIIND,BALAJI INDUSTRIAL CORPORATION LTD.,Delisted,INE455A01018
500037,BALMERL-B,BALMER LAWRIE FREIGHT CONTAINERS LTD.,Delisted,
500038,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,Active,INE119A01028
500039,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,INE213C01025
500040,CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,Active,INE055A01016
500041,BANARISUG,BANNARI AMMAN SUGARS LTD.,Active,INE459A01010
500042,BASF,BASF INDIA LTD.,Active,INE373A01013
500043,BATAINDIA,BATA INDIA LTD.,Active,INE176A01028
500044,RAYBAN,RAYBAN SUN OPTICS INDIA LTD.,Delisted,INE854A01012
500045,BELLARYS,BELLARY STEELS & ALLOYS LTD.,Delisted,INE166C01025
500046,BECREL,BEST & CROMPTON ENGG.LTD.,Delisted,INE287A01015
500047,BETANAP,BETA NAPHTHOL LTD.,Delisted,NA
500048,BEML,BEML LTD.,Active,INE258A01016
500049,BEL,BHARAT ELECTRONICS LTD.,Active,INE263A01024
500050,BHARATRA,BHARAT RASAYAN LTD.,Delisted,INE838B01013
500051,BHAGGAS,Bhagawati Gas Limited,Delisted,INE099C01010
500052,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,INE922A01025
500053,BHAZINC,BHARAT ZINC LTD.,Delisted,NA
500054,BHRTITE-B,BHRTITE-B,Delisted,NA
500055,TATASTLBSL,Tata Steel Bsl Ltd,Active,INE824B01021
500056,UTIMRDM,MASTERGROWTH-93,Delisted,INF189A01046
500057,ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD.,Delisted,INE605B01016
500058,BIHSPONG,BIHAR SPONGE IRON LTD.,Active,INE819C01011
500059,BINANIIND,BINANI INDUSTRIES LTD.,Suspended,INE071A01013
500060,BIRLACABLE,Birla Cable Ltd,Active,INE800A01015
500061,ANVALDM,ANDHRA VALLEY POWER SUPPLY COMPANY LTD.,Delisted,INE247A01019
500062,ASHOKLEYFIN,ASHOK LEYLAND FINANCE LTD.,Delisted,INE251A01011
500063,OSWALCHEM,OSWAL CHEMICALS & FERTILIZERS LTD.,Delisted,INE143A01010
500064,BGFL,BIRLA GLOBAL FINANCE LTD.,Delisted,INE097A01018
500066,BLOWPLA,BLOW PLAST LTD.-$,Delisted,INE051A01015
500067,BLUESTARCO,BLUE STAR LTD.,Active,INE472A01039
500068,DISAQ,DISA INDIA LTD.,Active,INE131C01011
500069,BNKCAP,BNK CAPITAL MARKETS LTD.,Active,INE418C01012
500070,BOP,BANK OF PUNJAB LTD.,Delisted,INE458A01012
500072,BONGAIREFN,BONGAIGAON REFINERY & PETROCHEMICALS LTD.,Delisted,INE241A01012
500073,BPLENG,BPL ENGINEERING LTD.,Delisted,INE108A01013
500074,BPL,BPL LTD.,Active,INE110A01019
500075,NAGARFER,NAGARJUNA FERTILIZERS & CHEMICALS LTD.,Delisted,INE580A01013
500076,BURROWEL,BURROUGHS WELLCOME (INDIA) LTD.,Delisted,INE157A01010
500077,CCI,CABLE CORPORATION OF INDIA LTD.,Delisted,INE475A01016
500078,OAL,Oriental Aromatics Ltd-$,Active,INE959C01023
500079,CARIR,CARRIER AIRCON LTD.,Delisted,INE480A01016
500080,CAUVERSOFT,CAUVERY SOFTWARE ENGINEERING SYSTEMS LTD.,Delisted,INE466B01013
500081,CELEINT,CELESTE INTERNATIONAL LTD.,Delisted,NA
500082,CENCHDM,CENTAK CHEMICALS LTD.,Delisted,INE942A01015
500083,CENTEXT,CENTURY EXTRUSIONS LTD.,Active,INE281A01026
500084,CESC,CESC LTD.,Active,INE486A01013
500085,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,INE085A01013
500086,EXIDEIND,EXIDE INDUSTRIES LTD.,Active,INE302A01020
500087,CIPLA,CIPLA LTD.,Active,INE059A01026
500089,DICIND,DIC INDIA LTD.,Active,INE303A01010
500090,MADUCOA,MADURA COATS LTD.,Delisted,INE122A01014
500091,COREPARENT,CORE HEALTHCARE LTD.,Delisted,INE494A01017
500092,CRISIL,CRISIL LTD.,Active,INE007A01025
500093,CGPOWER,CG Power and Industrial Solutions Ltd,Active,INE067A01029
500094,CTCOTTON,CT COTTON YARN LTD.,Delisted,INE107D01019
500095,WYETH,WYETH LTD.,Delisted,INE378A01012
500096,DABUR,DABUR INDIA LTD.,Active,INE016A01026
500097,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Active,INE495A01022
500098,SKYLNEPC,SKYLINE NEPC LTD.,Delisted,INE575B01011
500099,CENTINPO,CENTRAL INDIA POLYESTERS LTD.,Delisted,INE496A01020
500100,DAEWOO,DAEWOO MOTORS (INDIA) LTD.,Delisted,INE497A01010
500101,ARVIND,ARVIND LTD.,Active,INE034A01011
500102,BALLARPUR,BALLARPUR INDUSTRIES LTD.,Active,INE294A01037
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,INE257A01026
500104,HINDPETRO*,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,INE094A01015
500105,IPCL,INDIAN PETROCHEMICALS CORP.LTD.,Delisted,INE006A01019
500106,IFCI,IFCI LTD.,Active,INE039A01010
500107,JINDALIRON,JINDAL IRON & STEEL CO.LTD.,Delisted,INE020A01010
500108,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,Active,INE153A01019
500109,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,INE103A01014
500110,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,Active,INE178A01016
500111,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,INE013A01015
500112,SBIN,STATE BANK OF INDIA,Active,INE062A01020
500113,SAIL,STEEL AUTHORITY OF INDIA LTD.,Active,INE114A01011
500114,TITAN,Titan Company Limited,Active,INE280A01028
500115,MSTRP,MSTRP,Delisted,INF189A01061
500116,IDBI,IDBI BANK LTD.,Active,INE008A01015
500117,DCW,DCW LTD.,Active,INE500A01029
500119,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Active,INE041A01016
500120,DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,Active,INE591D01014
500121,DIGITAL,DIGITAL GLOBALSOFT LTD.,Delisted,INE124A01010
500122,AMBUJACEMR,AMBUJA CEMENT RAJASTHAN LTD.,Delisted,INE125A01017
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,INE280B01018
500124,DRREDDY,DR.REDDY&#39;S LABORATORIES LTD.,Active,INE089A01023
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,Active,INE126A01031
500126,PGHL,Procter & Gamble Health Ltd,Active,INE199A01012
500127,ESTMNAL,EASTERN MINING & ALLIED LTD.,Delisted,NA
500128,ELECTCAST,ELECTROSTEEL CASTINGS LTD.,Active,INE086A01029
500129,ELAUPAR-BDM,ELGI AUTO PARTS LTD.,Delisted,NA
500130,ELGIF,ELGI FINANCE LTD.,Delisted,INE424D01018
500131,ELGITR,ELGITREAD (INDIA) LTD.,Delisted,INE257B01024
500132,EMPEESUG,EMPEE SUGARS & CHEMICALS LTD.,Suspended,INE928B01012
500133,ESABINDIA,ESAB INDIA LTD.,Active,INE284A01012
500134,ESSAROIL,ESSAR OIL LTD.,Delisted,INE011A01019
500135,EPL,EPL Ltd,Active,INE255A01020
500136,ESTER,ESTER INDUSTRIES LTD.,Active,INE778B01029
500138,UNIWORTHT,UNIWORTH TEXTILES LTD.,Suspended,INE486C01019
500139,FEDDERELEC,Fedders Electric and Engineering Ltd,Suspended,INE249C01011
500140,FEMNORM-B,FEMNOR MINERAL (INDIA) LTD.,Delisted,NA
500141,FERROALL,FERRO ALLOYS CORPORATION LTD.,Delisted,INE912A01026
500142,FGP,FGP LTD.,Active,INE512A01016
500143,PHCAP,PH CAPITAL LTD.,Active,INE160F01013
500144,FINCABLES,FINOLEX CABLES LTD.,Active,INE235A01022
500145,FIRSTLEASE,FIRST LEASING CO.OF INDIA LTD.,Delisted,INE492B01019
500147,COCKERILL,John Cockerill India Ltd-$,Active,INE515A01019
500148,UFLEX,UFLEX LTD.,Active,INE516A01017
500149,FLOAI,FLOATGLASS INDIA LTD.,Delisted,INE517A01015
500150,FOSECOIND,FOSECO INDIA LTD.,Active,INE519A01011
500151,GOLDENTOBC,GOLDEN TOBACCO LTD.,Active,INE973A01010
500152,GRMAG,G.R.MAGNETS LTD.,Delisted,INE523A01013
500153,GANESHBE,GANESH BENZOPLAST LTD.,Active,INE388A01029
500154,FOSCL,FUTURISTIC OFFSHORE SERVICES & CHEMICAL LTD.,Suspended,INE418A01016
500155,GARDENSILK,GARDEN SILK MILLS LTD.,Delisted,INE526A01016
500156,GRMNR,GERMAN REMEDIES LTD.,Delisted,INE382A01014
500157,GICBALN-B,GICBALN-B,Delisted,NA
500158,GICBGVL-B,GICBGVL-B,Delisted,
500159,METROGLOBL,Metroglobal Limited,Active,INE085D01033
500160,GTL,GTL LTD.,Active,INE043A01012
500161,GTB,GLOBAL TRUST BANK LTD.,Delisted,INE130A01017
500162,PARRYSUGAR,PARRYS SUGAR INDUSTRIES LTD.,Delisted,INE353B01021
500163,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,INE260B01028
500164,GODREJIND,GODREJ INDUSTRIES LTD.,Active,INE233A01035
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,INE531A01024
500166,GOODRICKE,GOODRICKE GROUP LTD.,Active,INE300A01016
500167,GOVMC,GOOD VALUE MARKETING CO.LTD.,Delisted,INE532A01014
500168,GOODYEAR,GOODYEAR INDIA LTD.,Active,INE533A01012
500169,GRPCOMI,GRAPCO MINING & CO.LTD.,Delisted,NA
500170,GTNINDS,GTN INDUSTRIES LTD.,Active,INE537A01013
500171,GHCL,GHCL LTD.,Active,INE539A01019
500173,GFLLIMITED,GFL Ltd,Active,INE538A01037
500174,GLFL,GUJARAT LEASE FINANCING LTD.,Active,INE540A01017
500175,GTCL,GUJARAT TELEPHONE CABLES LTD.,Delisted,INE261B01018
500176,HAMCMIN-B,HAMCO MINING & SMELTING LTD.,Delisted,NA
500177,HANILERA,HANIL ERA TEXTILES LTD.,Delisted,INE021D01012
500178,HARCR,HARIG CRANKSHAFTS LTD.,Suspended,INE905C01026
500179,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,INE236A01020
500180,HDFCBANK,HDFC Bank Ltd,Active,INE040A01034
500181,HRBTSON-B,HERBERTSONS LTD.,Delisted,INE546A1014
500182,HEROMOTOCO,HERO MOTOCORP LTD.,Active,INE158A01026
500183,HFCL,HFCL Ltd,Active,INE548A01028
500184,HSCL,Himadri Speciality Chemical Ltd,Active,INE019C01026
500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,INE549A01026
500186,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,INE345A01011
500187,HSIL,HSIL LTD.,Active,INE415A01038
500188,HINDZINC,HINDUSTAN ZINC LTD.,Active,INE267A01025
500189,NXTDIGITAL,Nxtdigital Ltd,Active,INE353A01023
500190,HITDRDM,HITECH DRILLING SERVICES INDIA LTD.,Delisted,INE555A01015
500191,HMT,HMT LTD.,Active,INE262A01018
500192,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,INE962B01011
500193,HLVLTD,HLV Ltd,Active,INE102A01024
500195,HOTLINGLAS,HOTLINE GLASS LTD.,Delisted,INE676B01017
500197,HTSUMAG,HYTAISUN MAGNETICS LTD.,Delisted,NA
500198,IBP,IBP CO.LTD.,Delisted,INE261A01010
500199,IGPL,I G PETROCHEMICALS LTD.,Active,INE204A01010
500201,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,INE560A01015
500202,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,INE333C01013
500203,INDPOLY,INDIA POLYFIBRES LTD.,Delisted,INE860C01015
500204,INDSEC,INDIA SECURITIES LTD.,Delisted,INE134A01035
500206,MARGOFIN,Margo Finance Limited,Active,INE680B01019
500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,INE156A01020
500208,INDUNISS,INDU NISSAN OXO-CHEMICAL INDUSTRIES LTD.,Delisted,INE599C01019
500209,INFY,INFOSYS LTD.,Active,INE009A01021
500210,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,INE177A01018
500211,INSILCO,INSILCO LTD.,Active,INE901A01011
500212,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Active,INE898B01017
500213,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,INE262B01016
500214,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,INE570A01014
500215,ATFL,AGRO TECH FOODS LTD.,Active,INE209A01019
500216,ITCHOTEL,ITC HOTELS LTD.,Delisted,INE379A01010
500217,ITWSGDM,ITW SIGNODE INDIA LTD.,Delisted,INE240A01014
500218,JKPHARMA,J.K.PHARMACHEM LTD.,Suspended,INE335C01018
500219,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,INE175A01038
500220,JASCH,JASCH INDUSTRIES LTD.,Active,INE711C01010
500221,JPHOTEL,JAYPEE HOTELS LTD.,Delisted,INE851A01018
500222,JCTEL,JCT ELECTRONICS LTD.,Delisted,INE264B01020
500223,JCTLTD,JCT LTD.,Active,INE945A01026
500224,JNDST,JNDST,Delisted,INE023A01014
500226,CONSOFIN,CONSOLIDATED FINVEST & HOLDINGS LTD.,Delisted,INE025A01027
500227,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,INE197D01010
500228,JSWSTEEL,JSW STEEL LTD.,Active,INE019A01038
500229,JINDVJY,JINDVJY,Delisted,NA
500230,JINDALV,JINDALV,Delisted,NA
500231,UMANGDAIR,UMANG DAIRIES LTD.,Active,INE864B01027
500232,JORDENG-B,JORD ENGINEERS INDIA LTD.,Delisted,INE666F01019
500233,KAJARIACER,KAJARIA CERAMICS LTD.,Active,INE217B01036
500234,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,INE437B01014
500235,KSL,KALYANI STEELS LTD.,Active,INE907A01026
500236,KANELIND,Kanel Industries Limited,Active,INE252C01015
500237,KEDIADI-B,KEDIA DISTILLERIES LTD.,Delisted,NA
500238,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,INE716A01013
500239,KGDENIM,KG DENIM LTD.,Active,INE104A01012
500240,KINETICENG,KINETIC ENGINEERING LTD.,Active,INE266B01017
500241,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,INE732A01036
500242,KIRPNDM,KIRLOSKAR PNEUMATIC CO.LTD.,Delisted,INE328A01017
500243,KIRLOSIND,Kirloskar Industries Ltd,Active,INE250A01039
500245,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,INE884B01025
500246,ENVAIREL,ENVAIR ELECTRODYNE LTD.,Active,INE601C01013
500247,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,INE237A01028
500248,KRIFILIND,Krishna Filament Industries Ltd,Active,INE073A01019
500249,KSB,KSB Ltd,Active,INE999A01015
500250,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,INE337A01034
500251,TRENT,TRENT LTD.,Active,INE849A01020
500252,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,INE269B01029
500253,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,INE115A01026
500254,UTTAMVALUE,UTTAM VALUE STEELS LTD.,Delisted,INE292A01023
500255,LML,LML LTD.,Delisted,INE862A01015
500256,LOKHSG,LOK HOUSING & CONSTRUCTIONS LTD.-$,Delisted,INE367C01011
500257,LUPIN,LUPIN LTD.,Active,INE326A01037
500258,LUPINDM,LUPIN LABORATORIES LTD.,Delisted,INE327A01019
500259,LYKALABS,LYKA LABS LTD.,Active,INE933A01014
500260,RAMCOCEM,The Ramco Cements Limited,Active,INE331A01037
500261,MDRPTRO,MADRAS PETRO-CHEM LTD.,Delisted,NA
500262,MAFATLAFIN,MAFATLAL FINANCE CO.LTD.,Suspended,INE965B01014
500264,MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,INE270B01027
500265,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,INE271B01025
500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,INE288A01013
500267,MAJESAUT,MAJESTIC AUTO LTD.-$,Active,INE201B01022
500268,MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,INE201A01024
500269,MARDIACH,MARDIA CHEMICALS LTD.,Delisted,INE273B01013
500270,BARODARY,BARODA RAYON CORPORATION LTD.,Suspended,INE461A01016
500271,MFSL,Max Financial Services Ltd,Active,INE180A01020
500272,MAXWORC-B,MAXWORTH ORCHARDS (INDIA) LTD.,Delisted,NA
500273,MCDWLDM,MCDWLDM,Delisted,INE887A01012
500274,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,Active,INE839X01015
500275,MTZIND,MTZ INDUSTRIES LTD.,Delisted,INE865A01018
500276,MICROPL-B,MICRO PLANTAE LTD.,Delisted,NA
500277,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,INE401C01018
500278,MIDESTI-B,MIDEAST (INDIA) LTD.,Suspended,INE844X01015
500279,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,INE831A01028
500280,CENTENKA,CENTURY ENKA LTD.,Active,INE485A01015
500281,MDRNSYN-B,MODERN SYNTEX (INDIA) LTD.,Suspended,NA
500282,MDRNTHR-B,MODERN THREADS (INDIA) LTD.,Suspended,INE794W01014
500283,MDTERYT-B,MODERN TERRY TOWELS LTD.,Delisted,NA
500284,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,INE846D01012
500285,SPICEJET,SPICEJET LTD.,Active,INE285B01017
500286,MONTA,MONTARI INDUSTRIES LTD.,Delisted,INE407C01015
500288,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,INE083A01026
500289,MSGF,MORGAN STANLEY GROWTH FUND,Delisted,INF063A01019
500290,MRF,MRF LTD.,Active,INE883A01011
500292,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,INE578A01017
500293,MYSRKIR-B,MYSORE KIRLOSKAR LTD.,Delisted,NA
500294,NCC,NCC Limited,Active,INE868B01028
500295,VEDL,Vedanta Limited,Active,INE205A01025
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,INE290A01027
500297,NATAL,NATAL,Delisted,INE139A01018
500298,NATPEROX,NATIONAL PEROXIDE LTD.,Active,INE585A01020
500300,GRASIM,GRASIM INDUSTRIES LTD.,Active,INE047A01021
500301,NEPCMICON,NEPC INDIA LTD.,Delisted,INE588A01016
500302,PEL,PIRAMAL ENTERPRISES LTD.,Active,INE140A01024
500303,ABIRLANUVO,ADITYA BIRLA NUVO LTD.,Delisted,INE069A01017
500304,NIITLTD,NIIT LTD.,Active,INE161A01038
500305,JSWISPAT,JSW ISPAT STEEL LTD.,Delisted,INE136A01022
500306,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,INE903A01025
500307,NIRLON,NIRLON LTD.,Active,INE910A01012
500308,NIRMA,NIRMA LTD.,Delisted,INE091A01029
500309,NOVAEL-,NOVA ELECTRO MAGNETICS LTD.,Delisted,NA
500310,NOVOPANIND,NOVOPAN INDUSTRIES LTD.,Delisted,INE460B01016
500311,NUCHEM,NUCHEM LTD.,Delisted,INE946A01016
500312,ONGC,Oil and Natural Gas Corporation Ltd,Active,INE213A01029
500313,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,INE591A01010
500314,ORIENTHOT,ORIENTAL HOTELS LTD.,Active,INE750A01020
500315,ORIENTBANK,ORIENTAL BANK OF COMMERCE,Delisted,INE141A01014
500317,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,INE142A01012
500318,OSSWM,OSWAL SPINNING & WEAVING MILLS LTD.,Delisted,INE716C01027
500319,INDSUCR,INDIAN SUCROSE LTD.,Active,INE557C01017
500321,PADMINIT,PADMINI TECHNOLOGIES LTD.,Delisted,INE114B01019
500322,PANCM,PANYAM CEMENTS & MINERAL INDUSTRIES LTD.,Suspended,INE167E01029
500323,PAREKHPLAT,PAREKH PLATINUM LTD.,Delisted,INE598A01015
500325,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,INE002A01018
500326,PATHEJA-B,PATHEJA FORGINGS & AUTO PARTS MANUFACTURERS LTD.,Delisted,
500327,PILITA,Pil Italica Lifestyle Ltd,Active,INE600A01035
500328,PENTFOR-B,PENTAFOUR PRODUCTS LTD.,Delisted,
500329,PENTAGRAPH,PENTAMEDIA GRAPHICS LTD.,Suspended,INE202A01022
500330,RAYMOND,RAYMOND LTD.,Active,INE301A01014
500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,INE318A01026
500332,PITICEM-B,PITTIE CEMENTS & INDUSTRIES LTD.,Delisted,NA
500333,PIXTRANS,PIX TRANSMISSIONS LTD.,Active,INE751B01018
500334,PRMRVNY-B,PREMIER VINYL FLOORING LTD.,Delisted,NA
500335,BIRLACORPN,BIRLA CORPORATION LTD.,Active,INE340A01012
500336,SURYAROSNI,SURYA ROSHNI LTD.,Active,INE335A01012
500337,PRIMESECU,PRIME SECURITIES LTD.,Active,INE032B01021
500338,PRSMJOHNSN,Prism Johnson Ltd,Active,INE010A01011
500339,RAIN,Rain Industries Ltd,Active,INE855B01025
500340,ITBHPDM,ITC BHADRACHALAM PAPERBOARDS LTD.,Delisted,INE076A01012
500341,PRUDCAP-BDM,PRUDENTIAL CAPITAL MARKETS LTD.,Delisted,NA
500342,PRUDMOULI,PRUDENTIAL SUGAR CORPORATION LTD.,Suspended,INE024D01016
500343,AMJLAND,AMJ Land Holdings Ltd,Active,INE606A01024
500344,PUNJABTRAC,PUNJAB TRACTORS LTD.,Delisted,INE170A01013
500345,PPOWER-,PPOWER-,Delisted,NA
500346,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,INE609A01010
500347,PUNWRDM,PUNJAB WIRELESS SYSTEMS LTD.,Delisted,INE181A01010
500348,QLTYSTL,QUALITY STEEL & FORGINGS LTD.,Delisted,NA
500349,RASIC,RASIC,Delisted,INE231A01013
500350,RSWM,RSWM LTD.,Active,INE611A01016
500351,RAJPOTU,RAJASTHAN POLYVIN TUBES LTD.,Delisted,NA
500352,RAJTOOL,RAJASTHAN TOOLS LTD.,Delisted,NA
500353,RAJNSTL-B,RAJINDER STEELS LTD.,Delisted,NA
500354,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,INE562B01019
500355,RALLIS,RALLIS INDIA LTD.,Active,INE613A01020
500356,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,INE278B01020
500357,RAMAPPR-B,RAMA PAPER MILLS LTD.,Active,INE425E01013
500358,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,INE783A01013
500359,RANBAXY,RANBAXY LABORATORIES LTD.,Delisted,INE015A01028
500360,RAPICUT,RAPICUT CARBIDES LTD.,Active,INE350D01015
500361,RASPRO,RAS PROPACK LAMIPACK LTD.,Delisted,INE279B01028
500362,RECRON,RECRON SYNTHETICS LTD.,Delisted,INE616A01023
500363,REVAP,REAL VALUE APPLIANCES LTD.,Delisted,INE980C01011
500364,REPETDM,RELIANCE PETROLEUM LTD.,Delisted,INE014A01013
500365,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,INE731F01037
500366,ROLTA,ROLTA INDIA LTD.,Active,INE293A01013
500367,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,INE642C01025
500368,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,INE619A01035
500369,RPGTRANS,RPG TRANSMISSION LTD.,Delisted,INE621A01015
500370,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,INE924A01013
500371,SAMTELIN,SAMTEL INDIA LTD.-$,Suspended,INE538C01017
500372,SAMTEL,SAMTEL COLOR LTD.,Delisted,INE381A01016
500373,CLARIANT,CLARIANT (INDIA) LTD.,Delisted,INE221A01014
500374,SANAS,SANDVIK ASIA LTD.,Delisted,INE624A01019
500375,SANGHIPOLY,SANGHI POLYESTERS LTD.,Delisted,INE146A01013
500376,SATYAM,SATYAM COMPUTER SERVICES LTD.,Delisted,INE275A01028
500377,SHREEJIPHOS,SHREEJI PHOSPHATE LTD.,Delisted,INE157C01016
500378,JINDALSAW,JINDAL SAW LTD.,Active,INE324A01024
500379,SBIHOMEFIN,SBI HOME FINANCE LTD.,Suspended,INE627A01012
500380,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,INE786A01032
500382,SBIMGNE-B,SBIMGNE-B,Delisted,
500384,BRABOURNE,BRABOURNE ENTERPRISES LTD.,Delisted,INE629A01018
500386,SHAMKNSPIN,SHAMKEN SPINNERS LTD.,Delisted,INE626B01012
500387,SHREECEM,SHREE CEMENT LTD.,Active,INE070A01015
500388,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,INE970C01012
500389,SILVERLINE,SILVERLINE TECHNOLOGIES LTD.,Suspended,INE368A01021
500390,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,INE036A01016
500391,SMDYECH,SM DYECHEM LTD.,Delisted,INE620A01025
500393,SOLPHR--Z,SOL PHARMACEUTICAL LTD.,Delisted,
