Security Code,Security Id,Security Name,Status,ISIN No
530193,INTERDIA,INTERNATIONAL DIAMOND SERVICES LTD.,Delisted,INE248F01016
530195,GAZIFIN,GAZI FINANCIAL SERVICES & INVESTMENTS LTD.,Delisted,INE111L01014
530197,FUNDVISER,Fundviser Capital (India) Ltd,Active,INE365H01014
530199,THEMISMED,THEMIS MEDICARE LTD.,Active,INE083B01016
530201,KALLAM,Kallam Textiles Ltd-$,Active,INE629F01025
530203,SANGHAS,SANGHVI ASBESTOS CEMENTS LTD.,Delisted,NA
530205,BLJIGAL,BALAJI GALVANISING INDUSTRIES LTD.,Delisted,INE892G01019
530207,BRAWN,BRAWN BIOTECH LTD.,Active,INE899B01015
530211,AECENTP,AEC ENTERPRISES LTD.,Delisted,NA
530213,FORINTL,FORTUNE INTERNATIONAL LTD.,Active,INE501D01013
530215,KINGSINFR,Kings Infra Ventures Limited,Active,INE050N01010
530217,SWOEF,SWOJAS ENERGY FOODS LTD.,Suspended,INE295B01016
530219,NUTRICIRCLE,Nutricircle Ltd,Active,INE536C01029
530221,SARITASO,SARITA SOFTWARE & INDUSTRIES LTD.,Delisted,INE941B01015
530223,SPANDYE,SPAN DYESTUFF INDUSTRIES LTD.,Delisted,NA
530225,RAJMINC,RAJENDRA MINING SPARES CO.LTD.,Delisted,NA
530227,SURAJHLD,SURAJ HOLDINGS LTD.,Delisted,INE388D01015
530229,SHARODW,SHAKTI RODS & WIRES LTD.,Delisted,NA
530231,SUBSM,SUBHASH SILK MILLS LTD.,Active,INE690D01014
530233,AUROLAB,AURO LABORATORIES LTD.,Active,INE292C01011
530235,KJMCFIN,KJMC FINANCIAL SERVICES LTD.,Active,INE533C01018
530237,GANDHHO,GANDHINAGAR HOTELS LTD.,Delisted,INE853H01019
530239,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,INE495B01038
530241,MINHASS,MINHAS STEELS LTD.,Delisted,NA
530243,MANGASOF,MANGALYA SOFT-TECH LTD.,Suspended,INE820B01011
530245,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,Active,INE032E01017
530249,BRIDGESE,BRIDGE SECURITIES LTD.,Active,INE958C01017
530251,RISAINTL,RISA INTERNATIONAL LTD.,Suspended,INE001O01029
530253,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,Active,INE497E01012
530255,KAYPOWR,KAY POWER AND PAPER LTD.,Suspended,INE961B01013
530257,MIDAS,MIDAS PHARMASEC LTD.,Delisted,INE113D01025
530259,INTSTOIL,INTER STATE OIL CARRIER LTD.,Active,INE003B01014
530261,ARCUTTIP,ARCUTTIPORE TEA CO.LTD.,Suspended,INE674C01010
530263,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,Active,INE062C01034
530265,SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,Active,INE584B01013
530267,SABOOBR,SABOO BROTHERS LTD.,Active,INE021N01011
530269,SCILVENTU,SCIL VENTURES LTD.,Delisted,INE613D01016
530271,RICHUNV,RICH UNIVERSE NETWORK LTD.,Active,INE652D01014
530273,LIBERTYP,LIBERTY PHOSPHATE LTD.,Delisted,INE639D01011
530275,BASECEM,BASERA CEMENT LTD.,Delisted,NA
530277,KARAFIN,KARAN FINANCE LTD.,Delisted,NA
530279,KUNALOVE,KUNAL OVERSEAS LTD.,Delisted,INE513B01012
530281,QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,Active,INE373C01019
530283,ZUARIFOR,ZUARI FOREX LTD.,Delisted,INE579H01010
530285,VOLVOST,VOLVO STEELS LTD.,Delisted,NA
530287,TRIGZIN,TRIGON ZINCO LTD.,Delisted,NA
530289,SPCAPIT,SP CAPITAL FINANCING LTD.,Active,INE102F01015
530291,PAOS,Paos Industries Ltd,Active,INE791C01012
530293,WILFI,WILWAYFORT INDIA LTD.,Delisted,INE189E01015
530295,SHRAJOI,SHRI RAJIVLOCHAN OIL EXTRACTION LTD.,Suspended,INE418K01015
530297,IDEA,IDEA SPACE SOLUTIONS LTD.,Delisted,INE311B01011
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,INE823A01017
530303,NWERAAL,NEW ERA ALKOLIDES & EXPORT LTD.,Delisted,NA
530305,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Active,INE546C01010
530307,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,Active,INE419D01026
530309,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,Active,INE368D01017
530311,DELTAPO,DELTA POLYSTERS LTD.,Delisted,NA
530313,KIMIABL,Kimia Biosciences Ltd,Active,INE285U01025
530315,HINDTIN,HINDUSTAN TIN WORKS LTD.-$,Active,INE428D01019
530317,GODAVARI,GODAVARI DRUGS LTD.,Active,INE362C01012
530319,VRGOLAI,VERGOLA INDIA LTD.,Delisted,NA
530321,UNIMININ,UNIMIN INDIA LTD.,Delisted,INE672C01014
530323,ERAINFRA,ERA INFRA ENGINEERING LTD.-$,Delisted,INE039E01020
530325,KUMARCO,KUMAR&#39;S COTEX LTD.,Delisted,NA
530327,KMCAPIT,KM CAPITAL LTD.,Delisted,INE339T01014
530329,MUKUIND,MUKUNDA INDUSTRIAL FINANCE LTD.,Delisted,INE618B01019
530331,PREMCO,PREMCO GLOBAL LTD.-$,Active,INE001E01012
530333,EMGEECA,EMGEE CABLES & COMMUNICATIONS LTD.,Suspended,INE128F01010
530335,JCLLITD,JCL LTD.,Suspended,NA
530337,EXELON,EXELON INFRASTRUCTURE LTD.,Delisted,INE500I01022
530339,LABHCON,LABH CONSTRUCTION LTD.,Delisted,INE962A01013
530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,Active,INE596B01017
530343,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,INE955D01029
530345,CREATIVW,CREATIVE WORLD TELEFILMS LTD.,Delisted,INE336B01018
530347,MAGNUML,MAGNUM LTD.,Suspended,INE591B01018
530349,STONOMA,STONO MACHINES & CASTINGS LTD.,Delisted,NA
530353,JOYHRDM,JOYMAT HOTEL RESORTS LTD.,Delisted,INE409D01019
530355,ASIANENE,Asian Energy Services Ltd,Active,INE276G01015
530357,KBSINDIA,KBS INDIA LIMITED,Active,INE883D01015
530361,SEAGOLD,SEA GOLD AQUA FARMS LTD.,Active,INE428P01013
530363,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,INE071E01023
530365,ORIENTBELL,ORIENT BELL LIMITED-$,Active,INE607D01018
530367,NRBBEARING,NRB BEARINGS LTD.,Active,INE349A01021
530369,VAMSHIRU,VAMSHI RUBBER LTD.,Active,INE380C01014
530371,SKRCHEM,SKR CHEMICALS LTD.,Delisted,NA
530373,TRACKPA,TRACKPARTS OF INDIA LTD.,Delisted,NA
530375,NAKSHTRINF,NAKSHATRA INFRASTRUCTURE LTD.,Delisted,INE226B01011
530377,NILA,NILA INFRASTRUCTURES LTD.,Active,INE937C01029
530379,JAYFLAS,JAY FLASH CERAMICS LTD.,Delisted,NA
530381,PETRONENGG,PETRON ENGINEERING CONSTRUCTION LTD.,Suspended,INE742A01019
530385,SOUTHPO,SOUTH POLE SECURITIES LTD.,Delisted,NA
530387,EUROSOFTAL,EUROPEAN SOFTWARE ALLIANCES LTD.,Delisted,INE511A01018
530389,GEEFC,GEEFCEE FINANCE LTD.,Suspended,INE632D01016
530391,DOTCOM,DOT COM GLOBAL LTD.,Suspended,INE440B01018
530393,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,INE921B01025
530395,KDHANDA,K.DHANDAPANI & CO.LTD.-$,Delisted,INE386F01014
530397,HIMADRI,HIMADRI CREDIT & FINANCE LTD.,Delisted,INE018C01010
530399,KAMAKSH,KAMAKSHI HOUSING FINANCE LTD.,Delisted,NA
530401,VINYOFL,VINYOFLEX LTD.,Active,INE526H01011
530403,VALLABH,VALLABH POLY-PLAST INTERNATIONAL LTD.,Suspended,INE862K01014
530405,JINDCAP,JINDAL CAPITAL LTD.,Active,INE356F01017
530407,EPIC,EPIC ENERGY LTD.-$,Active,INE932F01015
530409,EUPHARMLAB,EUPHARMA LABORATORIES LTD.,Delisted,INE909A01014
530411,MAGIN,MAGAN INDUSTRIES LTD.,Delisted,INE402B01026
530413,ASIANVE,ASIAN VEGPRO INDUSTRIES LTD.,Suspended,INE01OU01016
530415,BAYERCROP,BAYER CROPSCIENCE LTD.,Delisted,INE556A01013
530417,CHIPLUN,CHIPLUN FINE CHEMICALS LTD.,Suspended,INE393G01018
530419,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Active,INE886B01012
530421,KUWERIN,KUWER INDUSTRIES LTD.,Active,INE430F01010
530423,CRBSHAR,CRB SHARE CUSTODIAN SERVICES LTD.,Suspended,NA
530425,SUNDYEX,SUNDAY EXPORTS LTD.,Delisted,INE427H01012
530427,CHOKSI,CHOKSI IMAGING LTD.,Active,INE865B01016
530429,ASHISHPO,ASHISH POLYPLAST LTD.,Active,INE831C01016
530431,ADORFO,ADOR FONTECH LTD.-$,Active,INE853A01022
530433,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,Active,INE960E01019
530435,NOESISIND,Noesis Industries Limited,Suspended,INE141B01020
530437,MAYALLO,MAYURA ALLOY INDUSTRIES LTD.,Delisted,NA
530439,SIDDHA,SIDDHA VENTURES LTD.,Active,INE140C01012
530441,MAHAN,MAHANIVESH (INDIA) LTD.,Suspended,INE641D01017
530443,KIRANSY-B,KIRAN SYNTEX LTD.,Active,INE293D01017
530445,SUMERUIND,SUMERU INDUSTRIES LTD.,Active,INE764B01029
530447,BESCOLT,BESCO LTD.,Delisted,NA
530449,RUNGTAIR,RUNGTA IRRIGATION LTD.,Active,INE347C01013
530451,ZNARMDCE,ZNARMDCE,Delisted,NA
530453,THAPARC,THAPAR CONCAST LTD.,Delisted,NA
530455,ELVISIN,ELVISIN,Delisted,NA
530457,CINERAD,CINERAD COMMUNICATIONS LTD.,Active,INE959B01017
530459,VALSONQ,VALSON INDUSTRIES LTD.-$,Active,INE808A01018
530461,SABOOSOD,SABOO SODIUM CHLORO LTD.,Active,INE440C01016
530463,UMAMAHM,UMA MAHESWARI MILLS LTD.,Delisted,NA
530465,CRYSTALC,CRYSTAL CREDITS CORPORATION LTD.,Delisted,INE036C01012
530467,GUJCYPROM,GUJARAT CYPROMET LTD.,Suspended,INE673B01014
530469,GSLSEC,GSL SECURITIES LTD.,Active,INE721D01017
530471,BALAJHOTEL,BALAJI HOTELS & ENTERPRISES LTD.,Delisted,INE454A01011
530473,ARAVIND,ARAVALI (INDIA) LTD.,Delisted,NA
530475,TINNARUBR,Tinna Rubber and Infrastructure Limited,Active,INE015C01016
530477,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,Active,INE337E01010
530479,ATLINFRA,Atlanta Infrastructure and Finance Ltd.,Suspended,INE433D01027
530481,KARNATFI,KARNATAKA FINANCIAL SERVICES LTD.,Delisted,INE873B01010
530483,GRESOIL,GRESOIL (INDIA) LTD.,Delisted,NA
530485,SAMARTHI,SAMARTH INTERNATIONAL FINLEASE LTD.,Delisted,INE503C01011
530487,VIBROSO,VIBROS ORGANICS LTD.,Delisted,INE162Q01016
530491,SOUTHIR,SOUTHERN IRON & STEEL COMPANY LTD.,Delisted,INE710B01014
530493,COIMBAT,COIMBATORE POPULAR SPINNING MILLS LTD.,Delisted,NA
530495,STRATMONT,Stratmont Industries Ltd,Active,INE473C01025
530497,MARVEL,MARVEL CAPITAL & FINANCE (INDIA) LTD.,Delisted,INE571D01016
530499,AKCAPIT,A.K.CAPITAL SERVICES LTD.,Active,INE701G01012
530501,SARVODYA,SARVODAYA LABS LTD.,Delisted,INE153B01017
530503,GUJARAN,GUJARAT NITRATES LTD.,Delisted,NA
530505,UPERGANGES,UPPER GANGES SUGAR & INDUSTRIES LTD.,Delisted,INE018B01012
530507,RAJMI,RAAJRATNA METAL INDUSTRIES LTD.,Delisted,INE182B01016
530509,VANTECH-B,VANTECH INDUSTRY LTD.,Delisted,NA
530511,ARMAANE,ARMAAN ELECTRIC LTD.,Delisted,NA
530513,ACCURATE,ACCURATE TRANSFORMERS LTD.,Delisted,INE243C01014
530515,SHRIRAM,SHRIRAM OVERSEAS FINANCE LTD.,Delisted,INE917G01014
530517,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,INE131B01039
530519,INTERFAC,INTERFACE FINANCIAL SERVICES LTD.,Suspended,INE778C01027
530521,VIRAT,VIRAT INDUSTRIES LTD.,Active,INE467D01017
530523,KARISHM,KARISHMA FLORICULTURE LTD.,Delisted,NA
530525,SHEETAL,SHEETAL DIAMONDS LTD.,Active,INE786J01017
530527,TRANSAG,TRANS AGRO TECH LTD.,Delisted,NA
530529,KAMALAT,KAMALA TEA CO.LTD.,Delisted,NA
530531,TRIENTP,TRIENTP,Delisted,NA
530533,TERAI,TERAI TEA CO.LTD.,Active,INE390D01011
530535,HINFINS,HINDUSTAN FINSTOCK LTD.,Delisted,NA
530537,MANRAJH,MANRAJ HOUSING FINANCE LTD.,Active,INE948I01015
530539,SUPRAPT,SUPRAPTI PLASTICS LTD.,Delisted,NA
530543,MARG,MARG LTD.,Active,INE941E01019
530545,COSCO,COSCO (INDIA) LTD.-$,Active,INE949B01018
530547,KENFIN,KEN FINANCIAL SERVICES LTD.,Suspended,INE395E01018
530549,SHILPAMED,SHILPA MEDICARE LTD.,Active,INE790G01031
530551,MONINFO,MONALISA INFOTECH LTD.,Delisted,INE021B01024
530553,GLOBALI,GLOBAL INDUSTRIES LTD.,Delisted,NA
530555,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,INE074B01023
530557,NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,Active,INE132F01020
530559,PIYUSHT,PIYUSH STEELS LTD.,Delisted,NA
530561,RADGLOBAL,Radford Global Limited,Suspended,INE783M01026
530563,STRONTI,STRONTIUM FERRITEN INDIA LTD.,Delisted,NA
530565,SSLFINANCE,ARCHANA SOFTWARE LTD.,Suspended,INE149B01015
530567,ASBUSIN,ASSOCIATED BUSINESS CREDITS LTD.,Delisted,NA
530569,SKNIND,SKN INDUSTRIES LTD.,Delisted,INE931C01014
530571,EXPLICITFIN,EXPLICIT FINANCE LTD.,Active,INE335G01019
530573,TRINITY,TRINITY BIO-TECH LTD.,Delisted,INE785B01016
530575,SUNSS,SUNSTAR SOFTWARE SYSTEMS LTD.,Delisted,INE296B01014
530577,LADDERUP,LADDERUP FINANCE LTD.,Active,INE519D01015
530579,UYFINCORP,U. Y. Fincorp Ltd,Active,INE152C01025
530581,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,Active,INE906L01025
530583,VOGUETEX,VOGUE TEXTILES LTD.,Delisted,INE047F01012
530585,SWASTIKA,SWASTIKA INVESTMART LTD.,Active,INE691C01014
530587,BARKHAI,BARKHA INDUSTRIES LTD.,Delisted,NA
530589,PRIMAPLA,PRIMA PLASTICS LTD.,Active,INE573B01016
530591,NOBLEBR,NOBLE BROTHERS IMPEX LTD.,Delisted,NA
530593,SIRHIND,SIRHIND STEEL LTD.,Delisted,NA
530595,TELECANOR,TELECANOR GLOBAL LTD.,Active,INE381G01013
530597,VIJAYSH,VIJAY SHANTHI FINANCE LTD.,Delisted,NA
530599,GMSCOM,GMSCOM,Delisted,INE106B01015
530601,JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.,Active,INE582C01015
530603,KANDHAR,KANDHARI RUBBERS LTD.,Delisted,NA
530605,GSLNOVA,GSL Nova Petrochemicals Limited,Suspended,INE787A01022
530607,JAYFINL,JAY FINLEASE AND MANAGEMENT SERVICES LTD.,Delisted,NA
530609,CARNATIN,CARNATION INDUSTRIES LTD.,Active,INE081B01010
530611,STURDY,STURDY INDUSTRIES LTD.,Active,INE134F01026
530615,GARGFUR,GARG FURNACE LTD.,Active,INE194E01015
530617,SAMPRE,SAMPRE NUTRITIONS LTD.,Active,INE375C01014
530619,RELIGLOBE,RELIGARE TECHNOVA GLOBAL SOLUTIONS LTD.,Delisted,INE603B01029
530621,AAIL,Akar Auto Industries Ltd,Active,INE864E01021
530623,JAINPUR,JAINPUR STRAW BOARDS & PAPERS LTD.,Delisted,NA
530625,SOLIMTD-B,SOL LTD.,Delisted,NA
530627,VIPULORG,Vipul Organics Ltd,Active,INE834D01018
530629,MONARCH,MONARCH DYESTUFFS INDUSTRIES LTD.,Delisted,NA
530631,ROSEZIN,ROSE ZINC LTD.,Delisted,INE018F01013
530633,HITKARIIN,HITKARI INDUSTRIES LTD.-$,Delisted,INE553B01018
530635,TEXPI,TEXPLAST INDUSTRIES LTD.,Suspended,INE544D01013
530637,BLINDUS,B.L.INDUSTRIES (INDIA) LTD.,Delisted,NA
530641,SHRINIR,SHRI NIRANJAN AYURVED BHAVAN LTD.,Delisted,INE942B01013
530643,ECORECO,ECO RECYCLING LTD.,Active,INE316A01038
530645,MALVI,MALVIKA STEEL LTD.,Delisted,INE190A01011
530647,KANVAFI,KANVA FINANCE LTD.,Delisted,NA
530651,SOFTECH,SOFTECH INFINIUM SOLUTIONS LTD.,Delisted,INE181K01019
530653,SHGANES,SHREE GANESH KNIT (INDIA) LTD.,Delisted,NA
530655,GOODLUCK,Goodluck India Ltd,Active,INE127I01024
530657,GLOBSEC,GLOBAL SECURITIES LTD.,Suspended,INE742K01018
530661,REGBLUI,REGAUL BLUE (INDIA) LTD.,Delisted,NA
530663,GOYALASS,GOYAL ASSOCIATES LTD.,Active,INE912B01032
530665,ZENITHHE,ZENITH HEALTH CARE LTD.,Active,INE812B01026
530667,SRINANDAA,SRI NANDAA SPINNERS LTD.,Suspended,INE836E01011
530669,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.,Active,INE035401012
530673,PCRKPHA,PERK PHARMACEUTICALS LTD.,Delisted,NA
530675,YORKEXP,YORK EXPORTS LTD.,Active,INE057Q01018
530677,SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,Active,INE822E01011
530679,SHARDAS,SHARDA SOLVENTS LTD.,Delisted,NA
530681,DIARUZA,DIARUZA EXPORTS LTD.,Delisted,NA
530683,PITHP,PITHAMPUR POLY PRODUCTS LTD.,Active,INE747D01012
530685,GULABDA,GULABDAS FLEXIPACK INDUSTRIES LTD.,Delisted,NA
530689,LYKISLTD,Lykis Limited,Active,INE624M01014
530691,AKASAGR,AKASH AGRO INDUSTRIES LTD.,Delisted,NA
530693,ADITYAINF,ADITYA INFO-SOFT LTD.,Delisted,INE524F01010
530695,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,Active,INE233C01023
530697,ZENLABS,Zenlabs Ethica Ltd,Active,INE546F01013
530699,RAJRAYON,Raj Rayon Industries Limited-$,Active,INE533D01024
530701,KDJHRL,KDJ Holidayscapes and Resorts Limited,Suspended,INE089E01025
530703,INFODRIVE,INFO-DRIVE SOFTWARE LTD.,Suspended,INE804D01029
530705,FLORATX,FLORA TEXTILES LTD.,Active,INE161F01011
530707,AFTEK,AFTEK LTD.,Delisted,INE796A01023
530709,GOWRALE,GOWRA LEASING & FINANCE LTD.,Active,INE225G01012
530711,JAGANLAM,JAGAN LAMPS LTD.,Active,INE144C01014
530713,AJEL,AJEL LTD.,Active,INE229B01015
530715,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,INE093B01015
530717,EGGROPA,EGGRO PAPER MOULDS LTD.,Delisted,INE093F01016
530719,IKFIN,IKF FINANCE LTD.,Delisted,INE859C01017
530721,ANGIND,ANG Industries Limited,Delisted,INE017D01010
530723,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Active,INE041B01014
530725,NUBALIN,NUBAL (INDIA) LTD.,Delisted,INE007F01016
530727,TERRYFB,TERRYFAB (INDIA) LTD.,Delisted,NA
530729,SCINTSOFT,SCINTILLA SOFTWARE TECHNOLOGY LTD.,Delisted,INE355B01018
530733,NOVAPUB,Nova Publications India Ltd,Active,INE900O01014
530735,SUPERBAK,SUPER BAKERS (INDIA) LTD.,Active,INE897A01011
530737,BAJAI,BAJWA AGRO INDUSTRIES LTD.,Delisted,INE337C01014
530741,OVOBELE,OVOBEL FOODS LTD.,Active,INE812S01012
530743,GEINDSYS,GEI INDUSTRIAL SYSTEMS LTD.,Delisted,INE599B01011
530745,LNIND,LN INDUSTRIES INDIA LTD.,Suspended,INE366C01013
530747,INDOASIAF,INDO ASIAN FINANCE LTD.,Active,INE807A01010
530749,AHURAWE,AHURA WELDING ELECTRODE MANUFACTURERS LTD.,Delisted,NA
530751,BULLPOWDM,BULL POWER SYSTEMS LTD.,Delisted,NA
530753,SURYOPLA,SURYODAYA PLASTICS LTD.,Delisted,INE998B01015
530755,CORNE,CORAL NEWSPRINTS LTD.,Active,INE715D01019
530757,SHENTRA,SHENTRACON CHEMICALS LTD.,Suspended,NA
530759,STERTOOLS,STERLING TOOLS LTD.-$,Active,INE334A01023
530761,SATHYAK,SATHYA KAMAL AGROS LTD.,Delisted,NA
530763,SUNBRIGHT,SUNBRIGHT STOCK BROKING LTD.,Suspended,INE476D01026
530765,DEVKI,DEVKI LEASING & FINANCE LTD.,Active,INE510B01018
530767,FLEXICI,FLEXI CIRCUITS INDIA LTD.,Delisted,NA
530769,VENUSUNI,VENUS UNIVERSAL LTD.,Suspended,INE381C01020
530771,KLGCAP,KLG CAPITAL SERVICES LTD.,Active,INE929C01018
530773,IVRCLINFRA,IVRCL LTD,Suspended,INE875A01025
530775,WALKERIDM,WALKER INDIA LTD.,Delisted,NA
530777,INFRAIND,INFRA INDUSTRIES LTD.,Active,INE287D01019
530779,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,Active,INE118C01018
530781,INTERHG,INTERNATIONAL HOUSING FINANCE CORPORATION LTD.,Suspended,INE903G01014
530783,TRANSASIA,TRANS ASIA CORPORATION LTD.,Active,INE321C01018
530785,PITAMBER,PITAMBAR COATED PAPERS LTD.,Delisted,INE189C01019
530787,INLANPR,INLAND PRINTERS LTD.,Suspended,INE055O01025
530789,CEEJAY,CEEJAY FINANCE LTD.,Active,INE358C01010
530791,PARAKTE,PARAKARAM TECHNOFAB LTD.,Delisted,NA
530793,PENTAPH,PENTA PHARMADYES LTD.,Delisted,INE195C01016
530795,SUNCITYSY,SUNCITY SYNTHETICS LTD.,Active,INE584D01019
530797,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Active,INE400N01017
530799,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,Active,INE336D01014
530801,DIAMOND,DIAMOND INFOSYSTEMS LTD.,Suspended,INE280D01022
530803,BHAGIL,Bhageria Industries Ltd,Active,INE354C01027
530805,OIVL,Onesource Ideas Venture Ltd,Active,INE125F01024
530807,REGALIAA,REGALIAA REALTY LTD.,Suspended,INE098H01011
530809,BNRUDY,BNR UDYOG LTD.,Active,INE355C01016
530811,NETVISTAIT,NETVISTA INFORMATION TECHNOLOGY LTD.,Delisted,INE738A01017
530813,KRBL,KRBL LTD.,Active,INE001B01026
530815,REFNOL,REFNOL RESINS & CHEMICALS LTD.,Active,INE428C01011
530817,TEATXEP,TEAKTEX PROCESSING COMPLEX LTD.,Delisted,NA
530821,SSPDL,SSPDL LTD.-$,Active,INE838C01011
530823,SOMATR,SOMANI STRIPS LTD.,Delisted,NA
530825,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,Active,INE789B01018
530827,KEMWINT-B,KEMWINT-B,Delisted,NA
530829,CILSEC,CIL SECURITIES LTD.,Active,INE830A01012
530833,ABEEINF,ABEE INFO-CONSUMABLES LTD.,Delisted,INE097B01016
530835,ELTROL,ELTROL LTD.,Delisted,INE793D01024
530839,CLIOINFO,CLIO INFOTECH LTD.,Active,INE011B01017
530841,SHRIBCL,Shri Bholanath Carpets Ltd,Active,INE151F01012
530843,CUPID,CUPID LTD.-$,Active,INE509F01011
530845,SUNSHIEL,SUNSHIELD CHEMICALS LTD.,Active,INE199E01014
530847,KANOPLA,KANORIA PLASCHEM LTD.,Delisted,NA
530849,CODUREXDM,CODURAS EXPORTS LTD.,Delisted,NA
530853,HIPOLIN,HIPOLIN LTD.,Active,INE963A01011
530855,GDLLEAS,GDL LEASING & FINANCE LTD.,Active,INE545E01018
530857,GARGFOR,GARG FORGINGS & CASTINGS LTD.,Delisted,NA
530859,COSBOARD,COSBOARD INDUSTRIES LTD.,Suspended,INE496D01016
530861,ASINFRA,ASIATIC INFRASTRUCTURE & SHELTERS LTD.,Delisted,NA
530863,FEINDIALTD,FE (India) Ltd,Delisted,INE708C01016
530865,DHANELE,DHANASHREE ELECTRONICS LTD.,Delisted,INE413F01016
530867,SFLINTER,SFL International Ltd,Suspended,INE320C01010
530869,PRAMANC,PRAMAN CAPITAL MARKET SERVICES LTD.,Delisted,NA
530871,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,INE995D01025
530875,GIRHOTE,GIRISH HOTELRESORTS & HEALTH FARM LTD.,Delisted,NA
530877,MODFC,MODEL FINANCIAL CORPORATION LTD.,Delisted,INE166B01019
530879,CIFL,Capital India Finance Ltd,Active,INE345H01016
530881,ABVL,Arunjyoti Bio Ventures Ltd,Active,INE485K01014
530883,SUCROSA,SUPER CROP SAFE LTD.,Active,INE366G01022
530885,FIVECORE,Five Core Exim Ltd,Suspended,INE600D01021
530887,INCFS,INCAP FINANCIAL SERVICES LTD.,Delisted,INE800D01019
530889,ALKA,ALKA INDIA LTD.,Active,INE061B01020
530891,RKB,RKB Agro Industries Limited,Suspended,INE740A01013
530893,MOULIKF,MOULIK FINANCE & RESORTS LTD.,Delisted,NA
530897,NGIND,N.G.INDUSTRIES LTD.-$,Active,INE825C01018
530899,ASIAPAK,ASIA PACK LTD.,Active,INE784M01016
530901,ACIL,ACIL Cotton Industries Limited,Suspended,INE066C01035
530905,SAINDUS,SAI INDUSTRIES LTD.,Active,INE213S01013
530907,SICAPIT,SI CAPITAL & FINANCIAL SERVICES LTD.,Active,INE417F01017
530909,ERPSOFT,ERP SOFT SYSTEMS LTD.,Active,INE308B01017
530911,INDOBRIT,INDO BRITAIN AGRO FARMS LTD.,Delisted,INE145C01011
530913,SHBHAGV,SHRI BHAGAVATI BRIGHT BARS LTD.,Delisted,
530915,JRFOODS,J.R.FOODS LTD.,Active,INE989E01018
530917,RRSECUR,R.R.SECURITIES LTD.,Active,INE474H01014
530919,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,INE474C01015
530921,INTETHR,INTEGRATED THERMOPLASTICS LTD.,Suspended,INE038N01015
530923,RCLFOODS,RCL Foods Limited,Delisted,INE008F01014
530925,RAMSONS,RAMSONS PROJECTS LTD.,Active,INE609D01014
530927,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,Active,NA
530929,EUROASIA,EURO ASIA EXPORTS LTD.,Active,INE535P01015
530931,STANPACK,STANPACKS (INDIA) LTD.,Active,INE457D01018
530933,CILSOFN,CILSON FINANCE & INVESTMENT LTD.,Delisted,NA
530935,SUNOLEO,SUNRISE OLEOCHEMICALS LTD.,Delisted,NA
530937,UMSTECHNO,UMS TECHNOLOGIES LTD.,Delisted,NA
530943,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Suspended,INE416A01036
530945,GISL,GANGOTRI IRON & STEEL COMPANY LTD.,Suspended,INE437F01023
530949,DHARTEX,DHAR TEXTILE MILLS LTD.,Delisted,INE044B01018
530951,RAMINFO,RAMINFO LIMITED,Active,INE357B01022
530953,SUNILAGR,SUNIL AGRO FOODS LTD.-$,Active,INE224D01012
530955,MINDVISCAP,Mindvision Capital Ltd,Suspended,INE259E01032
530957,JAINGRA,JAIN GRANITES & PROJECTS INDIA LTD.,Delisted,NA
